Timestamp,MQ7_CO_PPM,MQ7_Status,MQ135_CO2_PPM,MQ135_Status,Total_Pollution_PPM,Total_Pollution,Air_Quality_Status
2025-06-14 12:21:54,7.3,Sehat,1102.71,Sedang,1110.0,2.0,Sedang
2025-06-14 12:22:18,5.22,Sehat,826.48,Sehat,831.7,1.0,Baik
2025-06-14 12:22:44,6.86,Sehat,831.95,Sehat,838.8,1.0,Baik
2025-06-14 12:23:09,7.22,Sehat,784.6,Sehat,791.8,1.0,Baik
2025-06-14 12:23:24,7.67,Sehat,809.96,Sehat,817.6,1.0,Baik
2025-06-14 12:23:48,10.07,Sedang,1033.4,Sedang,1043.5,2.0,Sedang
2025-06-14 12:24:00,7.97,Sehat,1355.07,Sedang,1363.0,2.0,Sedang
2025-06-14 12:24:13,10.03,Sedang,1454.9,Sedang,1464.9,2.0,Sedang
2025-06-14 12:24:48,9.69,Sedang,1530.8,Sedang,1540.5,2.0,Sedang
2025-06-14 12:24:54,12.29,Sedang,1235.7,Sedang,1248.0,2.0,Sedang
2025-06-14 12:25:02,8.67,Sehat,1058.54,Sedang,1067.2,2.0,Sedang
2025-06-14 12:26:15,10.69,Sedang,885.54,Sehat,896.2,1.0,Sedang
2025-06-14 12:26:36,5.17,Sehat,711.13,Sehat,716.3,1.0,Baik
2025-06-14 12:26:37,8.63,Sehat,757.88,Sehat,766.5,1.0,Baik
2025-06-14 12:26:45,8.34,Sehat,837.55,Sehat,845.9,1.0,Baik
2025-06-14 12:26:47,10.07,Sedang,1089.51,Sedang,1099.6,2.0,Sedang
2025-06-14 12:27:40,11.22,Sedang,1547.52,Sedang,1558.7,2.0,Sedang
2025-06-14 12:27:45,7.3,Sehat,1383.39,Sedang,1390.7,2.0,Sedang
2025-06-14 12:27:46,5.53,Sehat,1477.92,Sedang,1483.4,2.0,Sedang
2025-06-14 12:28:22,1.94,Sehat,816.55,Sehat,818.5,1.0,Baik
2025-06-14 12:28:29,1.61,Sehat,653.1,Sehat,654.7,1.0,Baik
2025-06-14 12:29:15,0.75,Sehat,434.39,Sehat,435.1,1.0,Baik
2025-06-14 12:29:34,0.65,Sehat,486.0,Sehat,486.6,1.0,Baik
2025-06-14 12:29:59,1.27,Sehat,750.87,Sehat,752.1,1.0,Baik
2025-06-14 12:30:00,3.0,Sehat,1017.52,Sedang,1020.5,2.0,Sedang
2025-06-14 12:30:31,4.47,Sehat,1316.87,Sedang,1321.3,2.0,Sedang
2025-06-14 12:30:52,6.2,Sehat,1347.15,Sedang,1353.4,2.0,Sedang
2025-06-14 12:30:53,7.65,Sehat,1438.03,Sedang,1445.7,2.0,Sedang
2025-06-14 12:31:59,9.83,Sedang,1028.19,Sedang,1038.0,2.0,Sedang
2025-06-14 12:32:07,12.02,Sedang,1121.24,Sedang,1133.3,2.0,Sedang
2025-06-14 12:32:37,11.4,Sedang,586.58,Sehat,598.0,1.0,Sedang
2025-06-14 12:32:55,8.65,Sehat,674.36,Sehat,683.0,1.0,Baik
2025-06-14 12:32:57,8.97,Sehat,498.43,Sehat,507.4,1.0,Baik
2025-06-14 12:33:07,6.08,Sehat,610.74,Sehat,616.8,1.0,Baik
2025-06-14 12:33:34,10.49,Sedang,710.35,Sehat,720.8,1.0,Sedang
2025-06-14 12:33:37,7.13,Sehat,769.63,Sehat,776.8,1.0,Baik
2025-06-14 12:33:45,9.06,Sedang,964.61,Sehat,973.7,1.0,Sedang
2025-06-14 12:34:22,7.53,Sehat,1004.54,Sedang,1012.1,2.0,Sedang
2025-06-14 12:34:46,9.04,Sedang,1052.13,Sedang,1061.2,2.0,Sedang
2025-06-14 12:34:59,12.83,Sedang,980.55,Sehat,993.4,1.0,Sedang
2025-06-14 12:35:44,11.38,Sedang,971.52,Sehat,982.9,1.0,Sedang
2025-06-14 12:35:52,13.6,Sedang,1062.23,Sedang,1075.8,2.0,Sedang
2025-06-14 12:36:00,9.12,Sedang,1012.48,Sedang,1021.6,2.0,Sedang
2025-06-14 12:36:32,9.26,Sedang,1066.57,Sedang,1075.8,2.0,Sedang
2025-06-14 12:36:36,9.72,Sedang,915.49,Sehat,925.2,1.0,Sedang
2025-06-14 12:37:08,10.64,Sedang,914.22,Sehat,924.9,1.0,Sedang
2025-06-14 12:37:32,13.22,Sedang,642.08,Sehat,655.3,1.0,Sedang
2025-06-14 12:38:16,12.24,Sedang,515.56,Sehat,527.8,1.0,Sedang
2025-06-14 12:38:23,11.18,Sedang,704.76,Sehat,715.9,1.0,Sedang
2025-06-14 12:38:25,12.08,Sedang,869.99,Sehat,882.1,1.0,Sedang
2025-06-14 12:38:30,11.31,Sedang,1527.97,Sedang,1539.3,2.0,Sedang
2025-06-14 12:39:33,16.43,Sedang,1272.14,Sedang,1288.6,2.0,Sedang
2025-06-14 12:39:47,13.7,Sedang,1333.02,Sedang,1346.7,2.0,Sedang
2025-06-14 12:40:08,15.29,Sedang,1005.61,Sedang,1020.9,2.0,Sedang
2025-06-14 12:40:10,11.29,Sedang,929.02,Sehat,940.3,1.0,Sedang
2025-06-14 12:40:31,12.54,Sedang,1150.8,Sedang,1163.3,2.0,Sedang
2025-06-14 12:40:47,8.85,Sehat,936.98,Sehat,945.8,1.0,Baik
2025-06-14 12:40:52,9.35,Sedang,1215.46,Sedang,1224.8,2.0,Sedang
2025-06-14 12:41:57,5.73,Sehat,905.11,Sehat,910.8,1.0,Baik
2025-06-14 12:42:03,7.46,Sehat,1391.18,Sedang,1398.6,2.0,Sedang
2025-06-14 12:42:06,9.32,Sedang,1040.64,Sedang,1050.0,2.0,Sedang
2025-06-14 12:42:10,9.38,Sedang,1748.65,Sedang,1758.0,2.0,Sedang
2025-06-14 12:42:45,9.95,Sedang,1268.49,Sedang,1278.4,2.0,Sedang
2025-06-14 12:43:06,7.05,Sehat,1845.42,Sedang,1852.5,2.0,Sedang
2025-06-14 12:43:50,10.82,Sedang,1337.73,Sedang,1348.6,2.0,Sedang
2025-06-14 12:44:05,12.0,Sedang,1610.11,Sedang,1622.1,2.0,Sedang
2025-06-14 12:44:34,17.58,Sedang,1352.29,Sedang,1369.9,2.0,Sedang
2025-06-14 12:44:35,14.71,Sedang,1510.82,Sedang,1525.5,2.0,Sedang
2025-06-14 12:44:40,14.05,Sedang,1362.74,Sedang,1376.8,2.0,Sedang
2025-06-14 12:45:30,8.58,Sehat,1237.74,Sedang,1246.3,2.0,Sedang
2025-06-14 12:45:53,8.34,Sehat,1026.08,Sedang,1034.4,2.0,Sedang
2025-06-14 12:46:01,4.53,Sehat,805.35,Sehat,809.9,1.0,Baik
2025-06-14 12:46:34,8.19,Sehat,878.51,Sehat,886.7,1.0,Baik
2025-06-14 12:46:38,7.86,Sehat,797.55,Sehat,805.4,1.0,Baik
2025-06-14 12:46:59,14.4,Sedang,977.98,Sehat,992.4,1.0,Sedang
2025-06-14 12:47:10,13.7,Sedang,917.89,Sehat,931.6,1.0,Sedang
2025-06-14 12:47:14,13.34,Sedang,910.05,Sehat,923.4,1.0,Sedang
2025-06-14 12:47:35,11.29,Sedang,1001.6,Sedang,1012.9,2.0,Sedang
2025-06-14 12:47:51,11.95,Sedang,1052.22,Sedang,1064.2,2.0,Sedang
2025-06-14 12:48:47,14.25,Sedang,1038.21,Sedang,1052.5,2.0,Sedang
2025-06-14 12:48:48,16.57,Sedang,1208.64,Sedang,1225.2,2.0,Sedang
2025-06-14 12:49:20,11.49,Sedang,925.61,Sehat,937.1,1.0,Sedang
2025-06-14 12:49:45,9.45,Sedang,1212.12,Sedang,1221.6,2.0,Sedang
2025-06-14 12:50:04,2.51,Sehat,968.09,Sehat,970.6,1.0,Baik
2025-06-14 12:50:14,3.89,Sehat,1166.71,Sedang,1170.6,2.0,Sedang
2025-06-14 12:50:44,2.03,Sehat,917.76,Sehat,919.8,1.0,Baik
2025-06-14 12:50:55,4.93,Sehat,998.03,Sehat,1003.0,1.0,Baik
2025-06-14 12:50:55,5.3,Sehat,1114.76,Sedang,1120.1,2.0,Sedang
2025-06-14 12:51:28,6.59,Sehat,1216.59,Sedang,1223.2,2.0,Sedang
2025-06-14 12:51:40,12.0,Sedang,1582.57,Sedang,1594.6,2.0,Sedang
2025-06-14 12:52:46,13.13,Sedang,1368.69,Sedang,1381.8,2.0,Sedang
2025-06-14 12:52:59,18.02,Sedang,1394.13,Sedang,1412.2,2.0,Sedang
2025-06-14 12:53:09,16.98,Sedang,1289.73,Sedang,1306.7,2.0,Sedang
2025-06-14 12:53:43,18.09,Sedang,1125.65,Sedang,1143.7,2.0,Sedang
2025-06-14 12:53:43,17.43,Sedang,1093.71,Sedang,1111.1,2.0,Sedang
2025-06-14 12:54:00,18.42,Sedang,924.42,Sehat,942.8,1.0,Sedang
2025-06-14 12:54:44,14.04,Sedang,713.42,Sehat,727.5,1.0,Sedang
2025-06-14 12:54:45,13.13,Sedang,1002.59,Sedang,1015.7,2.0,Sedang
2025-06-14 12:55:20,8.77,Sehat,920.95,Sehat,929.7,1.0,Baik
2025-06-14 12:55:31,8.2,Sehat,1358.13,Sedang,1366.3,2.0,Sedang
2025-06-14 12:55:39,4.89,Sehat,1208.32,Sedang,1213.2,2.0,Sedang
2025-06-14 12:55:46,4.71,Sehat,1165.25,Sedang,1170.0,2.0,Sedang
2025-06-14 12:56:06,2.99,Sehat,1012.16,Sedang,1015.2,2.0,Sedang
2025-06-14 12:56:38,7.22,Sehat,785.69,Sehat,792.9,1.0,Baik
2025-06-14 12:57:14,6.78,Sehat,973.71,Sehat,980.5,1.0,Baik
2025-06-14 12:57:22,10.06,Sedang,958.17,Sehat,968.2,1.0,Sedang
2025-06-14 12:57:45,7.32,Sehat,1117.62,Sedang,1124.9,2.0,Sedang
2025-06-14 12:58:04,10.72,Sedang,1247.96,Sedang,1258.7,2.0,Sedang
2025-06-14 12:58:19,7.66,Sehat,955.51,Sehat,963.2,1.0,Baik
2025-06-14 12:58:27,12.58,Sedang,1201.69,Sedang,1214.3,2.0,Sedang
2025-06-14 12:58:41,9.24,Sedang,896.46,Sehat,905.7,1.0,Sedang
2025-06-14 12:59:14,11.2,Sedang,1248.57,Sedang,1259.8,2.0,Sedang
2025-06-14 12:59:54,9.7,Sedang,1090.77,Sedang,1100.5,2.0,Sedang
2025-06-14 13:00:11,8.99,Sehat,1183.38,Sedang,1192.4,2.0,Sedang
2025-06-14 13:00:26,9.9,Sedang,914.36,Sehat,924.3,1.0,Sedang
2025-06-14 13:00:57,13.92,Sedang,1024.86,Sedang,1038.8,2.0,Sedang
2025-06-14 13:00:57,12.53,Sedang,1038.71,Sedang,1051.2,2.0,Sedang
2025-06-14 13:01:50,18.55,Sedang,1344.72,Sedang,1363.3,2.0,Sedang
2025-06-14 13:01:53,11.52,Sedang,1459.48,Sedang,1471.0,2.0,Sedang
2025-06-14 13:02:13,13.88,Sedang,1521.99,Sedang,1535.9,2.0,Sedang
2025-06-14 13:02:25,9.4,Sedang,1449.96,Sedang,1459.4,2.0,Sedang
2025-06-14 13:02:34,7.86,Sehat,1397.96,Sedang,1405.8,2.0,Sedang
2025-06-14 13:02:53,6.05,Sehat,1161.67,Sedang,1167.7,2.0,Sedang
2025-06-14 13:02:58,2.29,Sehat,1085.72,Sedang,1088.0,2.0,Sedang
2025-06-14 13:03:53,1.43,Sehat,847.57,Sehat,849.0,1.0,Baik
2025-06-14 13:04:00,0.46,Sehat,805.25,Sehat,805.7,1.0,Baik
2025-06-14 13:04:06,3.14,Sehat,702.18,Sehat,705.3,1.0,Baik
2025-06-14 13:04:33,3.59,Sehat,703.65,Sehat,707.2,1.0,Baik
2025-06-14 13:05:11,7.88,Sehat,609.04,Sehat,616.9,1.0,Baik
2025-06-14 13:05:26,5.96,Sehat,687.76,Sehat,693.7,1.0,Baik
2025-06-14 13:05:31,9.09,Sedang,472.34,Sehat,481.4,1.0,Sedang
2025-06-14 13:06:07,6.9,Sehat,727.16,Sehat,734.1,1.0,Baik
2025-06-14 13:06:32,8.88,Sehat,554.82,Sehat,563.7,1.0,Baik
2025-06-14 13:06:57,5.85,Sehat,873.35,Sehat,879.2,1.0,Baik
2025-06-14 13:07:18,5.83,Sehat,554.82,Sehat,560.7,1.0,Baik
2025-06-14 13:07:32,3.79,Sehat,554.82,Sehat,558.6,1.0,Baik
2025-06-14 13:07:44,3.34,Sehat,421.24,Sehat,424.6,1.0,Baik
2025-06-14 13:08:20,3.88,Sehat,421.24,Sehat,425.1,1.0,Baik
2025-06-14 13:08:22,1.78,Sehat,686.96,Sehat,688.7,1.0,Baik
2025-06-14 13:08:56,1.78,Sehat,630.44,Sehat,632.2,1.0,Baik
2025-06-14 13:09:17,3.66,Sehat,917.73,Sehat,921.4,1.0,Baik
2025-06-14 13:09:24,7.44,Sehat,957.8,Sehat,965.2,1.0,Baik
2025-06-14 13:09:31,11.89,Sedang,1104.97,Sedang,1116.9,2.0,Sedang
2025-06-14 13:10:19,14.87,Sedang,1041.6,Sedang,1056.5,2.0,Sedang
2025-06-14 13:10:29,10.13,Sedang,981.84,Sehat,992.0,1.0,Sedang
2025-06-14 13:10:31,9.94,Sedang,931.35,Sehat,941.3,1.0,Sedang
2025-06-14 13:10:42,4.44,Sehat,1464.1,Sedang,1468.5,2.0,Sedang
2025-06-14 13:11:35,6.37,Sehat,1657.87,Sedang,1664.2,2.0,Sedang
2025-06-14 13:11:41,10.1,Sedang,2194.4,Berbahaya,2204.5,3.0,Buruk
2025-06-14 13:12:01,11.68,Sedang,1787.63,Sedang,1799.3,2.0,Sedang
2025-06-14 13:12:31,15.94,Sedang,1476.68,Sedang,1492.6,2.0,Sedang
2025-06-14 13:12:34,10.8,Sedang,1039.19,Sedang,1050.0,2.0,Sedang
2025-06-14 13:13:11,9.03,Sedang,667.04,Sehat,676.1,1.0,Sedang
2025-06-14 13:13:19,3.78,Sehat,845.11,Sehat,848.9,1.0,Baik
2025-06-14 13:14:02,2.23,Sehat,590.38,Sehat,592.6,1.0,Baik
2025-06-14 13:14:04,2.17,Sehat,831.68,Sehat,833.8,1.0,Baik
2025-06-14 13:14:30,4.64,Sehat,718.78,Sehat,723.4,1.0,Baik
2025-06-14 13:14:57,7.34,Sehat,741.45,Sehat,748.8,1.0,Baik
2025-06-14 13:15:02,13.23,Sedang,967.46,Sehat,980.7,1.0,Sedang
2025-06-14 13:15:09,12.05,Sedang,689.83,Sehat,701.9,1.0,Sedang
2025-06-14 13:16:17,16.89,Sedang,1098.35,Sedang,1115.2,2.0,Sedang
2025-06-14 13:16:18,13.47,Sedang,936.01,Sehat,949.5,1.0,Sedang
2025-06-14 13:16:35,17.74,Sedang,1260.21,Sedang,1278.0,2.0,Sedang
2025-06-14 13:17:02,15.75,Sedang,1329.78,Sedang,1345.5,2.0,Sedang
2025-06-14 13:17:32,17.65,Sedang,1063.14,Sedang,1080.8,2.0,Sedang
2025-06-14 13:17:36,14.33,Sedang,1388.44,Sedang,1402.8,2.0,Sedang
2025-06-14 13:17:55,15.04,Sedang,1140.48,Sedang,1155.5,2.0,Sedang
2025-06-14 13:17:58,13.1,Sedang,1597.14,Sedang,1610.2,2.0,Sedang
2025-06-14 13:18:09,16.04,Sedang,1280.64,Sedang,1296.7,2.0,Sedang
2025-06-14 13:19:17,16.89,Sedang,1058.5,Sedang,1075.4,2.0,Sedang
2025-06-14 13:19:37,20.77,Sedang,1116.0,Sedang,1136.8,2.0,Sedang
2025-06-14 13:19:42,18.35,Sedang,1004.95,Sedang,1023.3,2.0,Sedang
2025-06-14 13:19:44,17.99,Sedang,1548.59,Sedang,1566.6,2.0,Sedang
2025-06-14 13:20:05,10.12,Sedang,1252.5,Sedang,1262.6,2.0,Sedang
2025-06-14 13:20:48,6.79,Sehat,1095.56,Sedang,1102.4,2.0,Sedang
2025-06-14 13:21:18,2.53,Sehat,815.26,Sehat,817.8,1.0,Baik
2025-06-14 13:21:38,5.24,Sehat,547.82,Sehat,553.1,1.0,Baik
2025-06-14 13:21:50,5.18,Sehat,771.68,Sehat,776.9,1.0,Baik
2025-06-14 13:21:51,9.66,Sedang,973.24,Sehat,982.9,1.0,Sedang
2025-06-14 13:22:03,6.45,Sehat,1141.94,Sedang,1148.4,2.0,Sedang
2025-06-14 13:22:15,6.61,Sehat,1632.67,Sedang,1639.3,2.0,Sedang
2025-06-14 13:23:06,8.08,Sehat,1424.13,Sedang,1432.2,2.0,Sedang
2025-06-14 13:23:19,6.12,Sehat,1786.83,Sedang,1793.0,2.0,Sedang
2025-06-14 13:23:22,11.89,Sedang,1348.01,Sedang,1359.9,2.0,Sedang
2025-06-14 13:23:32,6.32,Sehat,1258.02,Sedang,1264.3,2.0,Sedang
2025-06-14 13:24:06,10.52,Sedang,762.86,Sehat,773.4,1.0,Sedang
2025-06-14 13:24:26,7.03,Sehat,793.05,Sehat,800.1,1.0,Baik
2025-06-14 13:24:36,9.23,Sedang,585.62,Sehat,594.8,1.0,Sedang
2025-06-14 13:25:19,10.61,Sedang,965.86,Sehat,976.5,1.0,Sedang
2025-06-14 13:25:48,9.73,Sedang,672.66,Sehat,682.4,1.0,Sedang
2025-06-14 13:26:00,17.78,Sedang,1015.68,Sedang,1033.5,2.0,Sedang
2025-06-14 13:26:06,13.46,Sedang,646.03,Sehat,659.5,1.0,Sedang
2025-06-14 13:26:41,23.13,Sedang,1204.53,Sedang,1227.7,2.0,Sedang
2025-06-14 13:26:50,12.4,Sedang,848.46,Sehat,860.9,1.0,Sedang
2025-06-14 13:27:07,18.31,Sedang,1366.08,Sedang,1384.4,2.0,Sedang
2025-06-14 13:27:52,6.76,Sehat,771.81,Sehat,778.6,1.0,Baik
2025-06-14 13:28:07,8.74,Sehat,899.99,Sehat,908.7,1.0,Baik
2025-06-14 13:28:39,2.45,Sehat,495.42,Sehat,497.9,1.0,Baik
2025-06-14 13:28:47,2.61,Sehat,535.23,Sehat,537.8,1.0,Baik
2025-06-14 13:28:54,2.22,Sehat,485.04,Sehat,487.3,1.0,Baik
2025-06-14 13:29:02,3.52,Sehat,634.82,Sehat,638.3,1.0,Baik
2025-06-14 13:29:30,5.59,Sehat,915.31,Sehat,920.9,1.0,Baik
2025-06-14 13:29:45,10.68,Sedang,1225.22,Sedang,1235.9,2.0,Sedang
2025-06-14 13:30:03,10.42,Sedang,1369.57,Sedang,1380.0,2.0,Sedang
2025-06-14 13:30:53,15.05,Sedang,1445.74,Sedang,1460.8,2.0,Sedang
2025-06-14 13:31:07,10.53,Sedang,1258.83,Sedang,1269.4,2.0,Sedang
2025-06-14 13:31:43,11.39,Sedang,1529.54,Sedang,1540.9,2.0,Sedang
2025-06-14 13:31:47,8.06,Sehat,1454.86,Sedang,1462.9,2.0,Sedang
2025-06-14 13:32:17,6.89,Sehat,1549.11,Sedang,1556.0,2.0,Sedang
2025-06-14 13:32:20,5.32,Sehat,1305.81,Sedang,1311.1,2.0,Sedang
2025-06-14 13:32:44,4.74,Sehat,883.88,Sehat,888.6,1.0,Baik
2025-06-14 13:33:00,7.43,Sehat,829.32,Sehat,836.8,1.0,Baik
2025-06-14 13:33:02,7.04,Sehat,673.72,Sehat,680.8,1.0,Baik
2025-06-14 13:33:47,11.47,Sedang,955.66,Sehat,967.1,1.0,Sedang
2025-06-14 13:33:52,6.86,Sehat,991.4,Sehat,998.3,1.0,Baik
2025-06-14 13:33:54,6.86,Sehat,1140.97,Sedang,1147.8,2.0,Sedang
2025-06-14 13:34:42,6.99,Sehat,1235.91,Sedang,1242.9,2.0,Sedang
2025-06-14 13:34:50,4.85,Sehat,1541.53,Sedang,1546.4,2.0,Sedang
2025-06-14 13:35:48,9.78,Sedang,1545.92,Sedang,1555.7,2.0,Sedang
2025-06-14 13:36:09,5.74,Sehat,1607.39,Sedang,1613.1,2.0,Sedang
2025-06-14 13:36:13,8.46,Sehat,994.23,Sehat,1002.7,1.0,Baik
2025-06-14 13:36:14,6.31,Sehat,908.16,Sehat,914.5,1.0,Baik
2025-06-14 13:36:26,10.54,Sedang,637.68,Sehat,648.2,1.0,Sedang
2025-06-14 13:37:18,9.22,Sedang,972.18,Sehat,981.4,1.0,Sedang
2025-06-14 13:37:28,12.93,Sedang,1005.16,Sedang,1018.1,2.0,Sedang
2025-06-14 13:38:10,7.89,Sehat,1107.08,Sedang,1115.0,2.0,Sedang
2025-06-14 13:38:30,6.67,Sehat,1040.61,Sedang,1047.3,2.0,Sedang
2025-06-14 13:38:30,3.58,Sehat,854.76,Sehat,858.3,1.0,Baik
2025-06-14 13:38:44,4.04,Sehat,872.99,Sehat,877.0,1.0,Baik
2025-06-14 13:38:56,6.78,Sehat,624.05,Sehat,630.8,1.0,Baik
2025-06-14 13:39:32,9.91,Sedang,618.7,Sehat,628.6,1.0,Sedang
2025-06-14 13:39:44,10.41,Sedang,566.85,Sehat,577.3,1.0,Sedang
2025-06-14 13:39:44,10.84,Sedang,684.22,Sehat,695.1,1.0,Sedang
2025-06-14 13:40:27,8.67,Sehat,778.95,Sehat,787.6,1.0,Baik
2025-06-14 13:41:10,8.34,Sehat,1038.61,Sedang,1046.9,2.0,Sedang
2025-06-14 13:41:16,9.04,Sedang,1022.25,Sedang,1031.3,2.0,Sedang
2025-06-14 13:41:20,8.53,Sehat,1078.84,Sedang,1087.4,2.0,Sedang
2025-06-14 13:41:28,14.43,Sedang,1255.61,Sedang,1270.0,2.0,Sedang
2025-06-14 13:42:11,11.39,Sedang,1056.75,Sedang,1068.1,2.0,Sedang
2025-06-14 13:42:23,16.22,Sedang,1389.43,Sedang,1405.6,2.0,Sedang
2025-06-14 13:42:54,8.31,Sehat,1049.08,Sedang,1057.4,2.0,Sedang
2025-06-14 13:43:06,7.89,Sehat,1189.8,Sedang,1197.7,2.0,Sedang
2025-06-14 13:43:48,3.9,Sehat,1083.95,Sedang,1087.9,2.0,Sedang
2025-06-14 13:44:00,4.56,Sehat,1143.68,Sedang,1148.2,2.0,Sedang
2025-06-14 13:44:17,3.73,Sehat,1145.73,Sedang,1149.5,2.0,Sedang
2025-06-14 13:44:37,4.69,Sehat,1006.27,Sedang,1011.0,2.0,Sedang
2025-06-14 13:44:38,4.71,Sehat,1119.76,Sedang,1124.5,2.0,Sedang
2025-06-14 13:44:53,6.66,Sehat,1004.2,Sedang,1010.9,2.0,Sedang
2025-06-14 13:45:45,7.92,Sehat,1241.51,Sedang,1249.4,2.0,Sedang
2025-06-14 13:46:05,7.81,Sehat,1002.59,Sedang,1010.4,2.0,Sedang
2025-06-14 13:46:28,6.73,Sehat,974.9,Sehat,981.6,1.0,Baik
2025-06-14 13:46:47,10.27,Sedang,774.34,Sehat,784.6,1.0,Sedang
2025-06-14 13:46:51,8.51,Sehat,870.21,Sehat,878.7,1.0,Baik
2025-06-14 13:47:07,14.45,Sedang,789.49,Sehat,803.9,1.0,Sedang
2025-06-14 13:47:45,9.95,Sedang,1008.29,Sedang,1018.2,2.0,Sedang
2025-06-14 13:47:56,11.01,Sedang,846.31,Sehat,857.3,1.0,Sedang
2025-06-14 13:48:19,9.35,Sedang,1207.98,Sedang,1217.3,2.0,Sedang
2025-06-14 13:48:45,7.56,Sehat,1127.42,Sedang,1135.0,2.0,Sedang
2025-06-14 13:48:58,10.38,Sedang,1263.47,Sedang,1273.9,2.0,Sedang
2025-06-14 13:49:11,10.44,Sedang,1129.49,Sedang,1139.9,2.0,Sedang
2025-06-14 13:49:20,14.33,Sedang,990.03,Sehat,1004.4,1.0,Sedang
2025-06-14 13:49:24,15.59,Sedang,1103.55,Sedang,1119.1,2.0,Sedang
2025-06-14 13:50:01,14.98,Sedang,1090.17,Sedang,1105.2,2.0,Sedang
2025-06-14 13:50:13,12.41,Sedang,1187.55,Sedang,1200.0,2.0,Sedang
2025-06-14 13:50:46,8.57,Sehat,1037.49,Sedang,1046.1,2.0,Sedang
2025-06-14 13:51:11,6.12,Sehat,866.41,Sehat,872.5,1.0,Baik
2025-06-14 13:51:16,4.22,Sehat,1164.81,Sedang,1169.0,2.0,Sedang
2025-06-14 13:51:41,5.86,Sehat,980.34,Sehat,986.2,1.0,Baik
2025-06-14 13:51:54,5.68,Sehat,1575.7,Sedang,1581.4,2.0,Sedang
2025-06-14 13:52:02,9.49,Sedang,1060.65,Sedang,1070.1,2.0,Sedang
2025-06-14 13:53:01,9.38,Sedang,1266.74,Sedang,1276.1,2.0,Sedang
2025-06-14 13:53:07,12.23,Sedang,994.71,Sehat,1006.9,1.0,Sedang
2025-06-14 13:53:09,12.35,Sedang,998.67,Sehat,1011.0,2.0,Sedang
2025-06-14 13:53:51,10.45,Sedang,890.37,Sehat,900.8,1.0,Sedang
2025-06-14 13:54:13,9.25,Sedang,744.89,Sehat,754.1,1.0,Sedang
2025-06-14 13:54:26,6.63,Sehat,865.74,Sehat,872.4,1.0,Baik
2025-06-14 13:54:46,5.32,Sehat,941.58,Sehat,946.9,1.0,Baik
2025-06-14 13:54:58,8.64,Sehat,1663.52,Sedang,1672.2,2.0,Sedang
2025-06-14 13:55:04,8.59,Sehat,1383.53,Sedang,1392.1,2.0,Sedang
2025-06-14 13:55:53,16.4,Sedang,1983.06,Sedang,1999.5,2.0,Sedang
2025-06-14 13:56:14,15.46,Sedang,1102.61,Sedang,1118.1,2.0,Sedang
2025-06-14 13:56:39,18.31,Sedang,1326.59,Sedang,1344.9,2.0,Sedang
2025-06-14 13:57:05,12.27,Sedang,588.92,Sehat,601.2,1.0,Sedang
2025-06-14 13:57:33,10.01,Sedang,637.36,Sehat,647.4,1.0,Sedang
2025-06-14 13:57:40,8.66,Sehat,698.88,Sehat,707.5,1.0,Baik
2025-06-14 13:57:41,9.69,Sedang,698.88,Sehat,708.6,1.0,Sedang
2025-06-14 13:58:18,12.07,Sedang,1545.81,Sedang,1557.9,2.0,Sedang
