Timestamp,MQ7_CO_PPM,MQ7_Status,MQ135_CO2_PPM,MQ135_Status,Total_Pollution_PPM,Total_Pollution,Air_Quality_Status
2025-07-01 00:29:00,2.42,Sehat,401.1,Sehat,403.52,1.0,Baik
2025-07-01 00:30:00,2.88,Sehat,390,Sehat,392.88,1.0,Baik
2025-07-01 00:31:00,2.21,Sehat,398.6,Sehat,400.81,1.0,Baik
2025-07-01 00:32:00,1.52,Sehat,397.7,Sehat,399.22,1.0,Baik
2025-07-01 00:33:00,1.29,Sehat,398.37,Sehat,399.66,1.0,Baik
2025-07-01 00:34:00,1.38,Sehat,411.34,Sehat,412.72,1.0,Baik
2025-07-01 00:35:00,1.57,Sehat,414.72,Sehat,416.28,1.0,Baik
2025-07-01 00:36:00,1.62,Sehat,418.9,Sehat,420.52,1.0,Baik
2025-07-01 00:37:00,1.1,Sehat,422.18,Sehat,423.29,1.0,Baik
2025-07-01 00:38:00,1.23,Sehat,407.01,Sehat,408.24,1.0,Baik
2025-07-01 00:39:00,0.68,Sehat,418.05,Sehat,418.74,1.0,Baik
2025-07-01 00:40:00,1.04,Sehat,418.88,Sehat,419.92,1.0,Baik
2025-07-01 00:41:00,1.5,Sehat,432.85,Sehat,434.35,1.0,Baik
2025-07-01 00:42:00,0.67,Sehat,444.64,Sehat,445.3,1.0,Baik
2025-07-01 00:43:00,1.1,Sehat,436.05,Sehat,437.16,1.0,Baik
2025-07-01 00:44:00,2.11,Sehat,433.61,Sehat,435.72,1.0,Baik
2025-07-01 00:45:00,2.57,Sehat,419.01,Sehat,421.58,1.0,Baik
2025-07-01 00:46:00,2.21,Sehat,420.31,Sehat,422.52,1.0,Baik
2025-07-01 00:47:00,2.18,Sehat,423.99,Sehat,426.17,1.0,Baik
2025-07-01 00:48:00,2.18,Sehat,433.09,Sehat,435.27,1.0,Baik
2025-07-01 00:49:00,2.09,Sehat,446.23,Sehat,448.32,1.0,Baik
2025-07-01 00:50:00,1.57,Sehat,454.1,Sehat,455.67,1.0,Baik
2025-07-01 00:51:00,0.89,Sehat,443.76,Sehat,444.65,1.0,Baik
2025-07-01 00:52:00,0.5,Sehat,432.01,Sehat,432.51,1.0,Baik
2025-07-01 00:53:00,0.5,Sehat,419.2,Sehat,419.7,1.0,Baik
2025-07-01 00:54:00,0.98,Sehat,410.95,Sehat,411.92,1.0,Baik
2025-07-01 00:55:00,1.64,Sehat,415.06,Sehat,416.7,1.0,Baik
2025-07-01 00:56:00,0.9,Sehat,411.14,Sehat,412.04,1.0,Baik
2025-07-01 00:57:00,1.24,Sehat,415.51,Sehat,416.75,1.0,Baik
2025-07-01 00:58:00,1.52,Sehat,425.32,Sehat,426.84,1.0,Baik
2025-07-01 00:59:00,1.33,Sehat,438.53,Sehat,439.86,1.0,Baik
2025-07-01 01:00:00,1.43,Sehat,446.5,Sehat,447.93,1.0,Baik
2025-07-01 01:01:00,1.51,Sehat,458.34,Sehat,459.85,1.0,Baik
2025-07-01 01:02:00,1.88,Sehat,459.86,Sehat,461.74,1.0,Baik
2025-07-01 01:03:00,1.91,Sehat,454.02,Sehat,455.93,1.0,Baik
2025-07-01 01:04:00,2.03,Sehat,467.77,Sehat,469.8,1.0,Baik
2025-07-01 01:05:00,2.15,Sehat,460.86,Sehat,463.02,1.0,Baik
2025-07-01 01:06:00,2.56,Sehat,468.88,Sehat,471.44,1.0,Baik
2025-07-01 01:07:00,2.99,Sehat,453.21,Sehat,456.2,1.0,Baik
2025-07-01 01:08:00,3.09,Sehat,455.93,Sehat,459.02,1.0,Baik
2025-07-01 01:09:00,3.53,Sehat,469.47,Sehat,473.0,1.0,Baik
2025-07-01 01:10:00,3.63,Sehat,472.33,Sehat,475.96,1.0,Baik
2025-07-01 01:11:00,4.29,Sehat,496.64,Sehat,500.93,1.0,Baik
2025-07-01 01:12:00,3.55,Sehat,495.25,Sehat,498.8,1.0,Baik
2025-07-01 01:13:00,2.04,Sehat,495.51,Sehat,497.55,1.0,Baik
2025-07-01 01:14:00,2.3,Sehat,493.04,Sehat,495.34,1.0,Baik
2025-07-01 01:15:00,2.1,Sehat,495.7,Sehat,497.8,1.0,Baik
2025-07-01 01:16:00,2.92,Sehat,498.01,Sehat,500.94,1.0,Baik
2025-07-01 01:17:00,3.4,Sehat,400.78,Sehat,404.17,1.0,Baik
2025-07-01 01:18:00,2.84,Sehat,417.44,Sehat,420.28,1.0,Baik
2025-07-01 01:19:00,3.0,Sehat,429.24,Sehat,432.24,1.0,Baik
2025-07-01 01:20:00,2.52,Sehat,424.02,Sehat,426.54,1.0,Baik
2025-07-01 01:21:00,2.23,Sehat,422.88,Sehat,425.11,1.0,Baik
2025-07-01 01:22:00,1.7,Sehat,418.4,Sehat,420.1,1.0,Baik
2025-07-01 01:23:00,1.26,Sehat,397.17,Sehat,398.43,1.0,Baik
2025-07-01 01:24:00,1.05,Sehat,407.36,Sehat,408.41,1.0,Baik
2025-07-01 01:25:00,0.8,Sehat,414.45,Sehat,415.25,1.0,Baik
2025-07-01 01:26:00,0.69,Sehat,402.71,Sehat,403.4,1.0,Baik
2025-07-01 01:27:00,0.5,Sehat,426.04,Sehat,426.54,1.0,Baik
2025-07-01 01:28:00,0.66,Sehat,420.22,Sehat,420.88,1.0,Baik
2025-07-01 01:29:00,0.98,Sehat,433.88,Sehat,434.85,1.0,Baik
2025-07-01 01:30:00,1.28,Sehat,443.5,Sehat,444.78,1.0,Baik
2025-07-01 01:31:00,2.0,Sehat,436.39,Sehat,438.39,1.0,Baik
2025-07-01 01:32:00,1.78,Sehat,438.54,Sehat,440.32,1.0,Baik
2025-07-01 01:33:00,1.77,Sehat,428.4,Sehat,430.18,1.0,Baik
2025-07-01 01:34:00,1.1,Sehat,426.45,Sehat,427.55,1.0,Baik
2025-07-01 01:35:00,1.03,Sehat,424.12,Sehat,425.15,1.0,Baik
2025-07-01 01:36:00,0.98,Sehat,416.36,Sehat,417.34,1.0,Baik
2025-07-01 01:37:00,0.5,Sehat,416.2,Sehat,416.7,1.0,Baik
2025-07-01 01:38:00,0.62,Sehat,413.17,Sehat,413.79,1.0,Baik
2025-07-01 01:39:00,2.17,Sehat,435.14,Sehat,437.31,1.0,Baik
2025-07-01 01:40:00,2.1,Sehat,409.53,Sehat,411.63,1.0,Baik
2025-07-01 01:41:00,2.41,Sehat,401.8,Sehat,404.21,1.0,Baik
2025-07-01 01:42:00,2.71,Sehat,396.62,Sehat,399.32,1.0,Baik
2025-07-01 01:43:00,3.24,Sehat,391.09,Sehat,394.33,1.0,Baik
2025-07-01 01:44:00,2.98,Sehat,390,Sehat,392.98,1.0,Baik
2025-07-01 01:45:00,3.64,Sehat,390,Sehat,393.64,1.0,Baik
2025-07-01 01:46:00,3.5,Sehat,392.21,Sehat,395.71,1.0,Baik
2025-07-01 01:47:00,3.31,Sehat,392.9,Sehat,396.21,1.0,Baik
2025-07-01 01:48:00,3.22,Sehat,390,Sehat,393.22,1.0,Baik
2025-07-01 01:49:00,3.22,Sehat,390,Sehat,393.22,1.0,Baik
2025-07-01 01:50:00,3.42,Sehat,393.84,Sehat,397.27,1.0,Baik
2025-07-01 01:51:00,1.97,Sehat,397.1,Sehat,399.07,1.0,Baik
2025-07-01 01:52:00,2.46,Sehat,406.72,Sehat,409.18,1.0,Baik
2025-07-01 01:53:00,3.16,Sehat,413.43,Sehat,416.58,1.0,Baik
2025-07-01 01:54:00,3.23,Sehat,416.01,Sehat,419.24,1.0,Baik
2025-07-01 01:55:00,2.59,Sehat,416.69,Sehat,419.28,1.0,Baik
2025-07-01 01:56:00,1.91,Sehat,408.17,Sehat,410.08,1.0,Baik
2025-07-01 01:57:00,1.59,Sehat,403.67,Sehat,405.25,1.0,Baik
2025-07-01 01:58:00,2.14,Sehat,403.52,Sehat,405.66,1.0,Baik
2025-07-01 01:59:00,2.28,Sehat,417.5,Sehat,419.78,1.0,Baik
2025-07-01 02:00:00,2.69,Sehat,407.47,Sehat,410.15,1.0,Baik
2025-07-01 02:01:00,2.72,Sehat,412.2,Sehat,414.92,1.0,Baik
2025-07-01 02:02:00,2.15,Sehat,408.99,Sehat,411.14,1.0,Baik
2025-07-01 02:03:00,2.13,Sehat,398.22,Sehat,400.35,1.0,Baik
2025-07-01 02:04:00,2.04,Sehat,393.04,Sehat,395.09,1.0,Baik
2025-07-01 02:05:00,1.81,Sehat,394.82,Sehat,396.63,1.0,Baik
2025-07-01 02:06:00,2.45,Sehat,398.2,Sehat,400.65,1.0,Baik
2025-07-01 02:07:00,1.98,Sehat,390,Sehat,391.98,1.0,Baik
2025-07-01 02:08:00,2.38,Sehat,390.53,Sehat,392.91,1.0,Baik
2025-07-01 02:09:00,2.3,Sehat,390,Sehat,392.3,1.0,Baik
2025-07-01 02:10:00,1.82,Sehat,405.92,Sehat,407.74,1.0,Baik
2025-07-01 02:11:00,1.38,Sehat,396.85,Sehat,398.23,1.0,Baik
2025-07-01 02:12:00,1.18,Sehat,398.94,Sehat,400.12,1.0,Baik
2025-07-01 02:13:00,1.15,Sehat,399.73,Sehat,400.88,1.0,Baik
2025-07-01 02:14:00,0.67,Sehat,404.53,Sehat,405.2,1.0,Baik
2025-07-01 02:15:00,1.71,Sehat,403.45,Sehat,405.16,1.0,Baik
2025-07-01 02:16:00,1.73,Sehat,403.87,Sehat,405.6,1.0,Baik
2025-07-01 02:17:00,1.89,Sehat,401.98,Sehat,403.88,1.0,Baik
2025-07-01 02:18:00,2.65,Sehat,397.25,Sehat,399.89,1.0,Baik
2025-07-01 02:19:00,2.92,Sehat,407.19,Sehat,410.11,1.0,Baik
2025-07-01 02:20:00,3.31,Sehat,416.43,Sehat,419.74,1.0,Baik
2025-07-01 02:21:00,3.93,Sehat,427.67,Sehat,431.59,1.0,Baik
2025-07-01 02:22:00,2.94,Sehat,433.14,Sehat,436.07,1.0,Baik
2025-07-01 02:23:00,2.39,Sehat,438.4,Sehat,440.8,1.0,Baik
2025-07-01 02:24:00,2.59,Sehat,456.24,Sehat,458.83,1.0,Baik
2025-07-01 02:25:00,2.54,Sehat,465.62,Sehat,468.15,1.0,Baik
2025-07-01 02:26:00,1.82,Sehat,474.37,Sehat,476.19,1.0,Baik
2025-07-01 02:27:00,0.62,Sehat,481.06,Sehat,481.68,1.0,Baik
2025-07-01 02:28:00,0.5,Sehat,488.68,Sehat,489.18,1.0,Baik
2025-07-01 02:29:00,0.5,Sehat,475.49,Sehat,475.99,1.0,Baik
2025-07-01 02:30:00,0.5,Sehat,453.28,Sehat,453.78,1.0,Baik
2025-07-01 02:31:00,0.85,Sehat,472.27,Sehat,473.12,1.0,Baik
2025-07-01 02:32:00,1.12,Sehat,499.22,Sehat,500.34,1.0,Baik
2025-07-01 02:33:00,1.05,Sehat,512.75,Sehat,513.8,1.0,Baik
2025-07-01 02:34:00,0.9,Sehat,518.86,Sehat,519.76,1.0,Baik
2025-07-01 02:35:00,0.5,Sehat,483.48,Sehat,483.98,1.0,Baik
2025-07-01 02:36:00,0.95,Sehat,470.44,Sehat,471.38,1.0,Baik
2025-07-01 02:37:00,0.92,Sehat,483.73,Sehat,484.66,1.0,Baik
2025-07-01 02:38:00,0.55,Sehat,470.23,Sehat,470.78,1.0,Baik
2025-07-01 02:39:00,0.54,Sehat,463.95,Sehat,464.49,1.0,Baik
2025-07-01 02:40:00,0.5,Sehat,457.15,Sehat,457.65,1.0,Baik
2025-07-01 02:41:00,0.5,Sehat,451.77,Sehat,452.27,1.0,Baik
2025-07-01 02:42:00,0.5,Sehat,449.66,Sehat,450.16,1.0,Baik
2025-07-01 02:43:00,0.66,Sehat,456.54,Sehat,457.21,1.0,Baik
2025-07-01 02:44:00,1.03,Sehat,462.78,Sehat,463.81,1.0,Baik
2025-07-01 02:45:00,1.23,Sehat,474.02,Sehat,475.24,1.0,Baik
2025-07-01 02:46:00,0.88,Sehat,468.44,Sehat,469.32,1.0,Baik
2025-07-01 02:47:00,0.87,Sehat,464.39,Sehat,465.26,1.0,Baik
2025-07-01 02:48:00,0.5,Sehat,462.97,Sehat,463.47,1.0,Baik
2025-07-01 02:49:00,0.51,Sehat,447.11,Sehat,447.61,1.0,Baik
2025-07-01 02:50:00,0.5,Sehat,449.37,Sehat,449.87,1.0,Baik
2025-07-01 02:51:00,0.5,Sehat,426.58,Sehat,427.08,1.0,Baik
2025-07-01 02:52:00,0.54,Sehat,430.11,Sehat,430.65,1.0,Baik
2025-07-01 02:53:00,0.78,Sehat,427.67,Sehat,428.45,1.0,Baik
2025-07-01 02:54:00,0.5,Sehat,424.16,Sehat,424.66,1.0,Baik
2025-07-01 02:55:00,0.74,Sehat,413.5,Sehat,414.23,1.0,Baik
2025-07-01 02:56:00,0.67,Sehat,396.17,Sehat,396.84,1.0,Baik
2025-07-01 02:57:00,0.56,Sehat,396.79,Sehat,397.35,1.0,Baik
2025-07-01 02:58:00,0.5,Sehat,401.15,Sehat,401.65,1.0,Baik
2025-07-01 02:59:00,0.61,Sehat,390,Sehat,390.61,1.0,Baik
2025-07-01 03:00:00,0.76,Sehat,390,Sehat,390.76,1.0,Baik
2025-07-01 03:01:00,0.85,Sehat,390,Sehat,390.85,1.0,Baik
2025-07-01 03:02:00,0.81,Sehat,406.45,Sehat,407.26,1.0,Baik
2025-07-01 03:03:00,1.11,Sehat,393.61,Sehat,394.72,1.0,Baik
2025-07-01 03:04:00,1.62,Sehat,393.31,Sehat,394.93,1.0,Baik
2025-07-01 03:05:00,1.57,Sehat,394.97,Sehat,396.54,1.0,Baik
2025-07-01 03:06:00,2.11,Sehat,397.83,Sehat,399.95,1.0,Baik
2025-07-01 03:07:00,1.89,Sehat,390,Sehat,391.89,1.0,Baik
2025-07-01 03:08:00,2.3,Sehat,396.62,Sehat,398.91,1.0,Baik
2025-07-01 03:09:00,2.01,Sehat,402.22,Sehat,404.23,1.0,Baik
2025-07-01 03:10:00,2.89,Sehat,406.88,Sehat,409.77,1.0,Baik
2025-07-01 03:11:00,2.26,Sehat,390,Sehat,392.26,1.0,Baik
2025-07-01 03:12:00,2.34,Sehat,390,Sehat,392.34,1.0,Baik
2025-07-01 03:13:00,2.97,Sehat,390,Sehat,392.97,1.0,Baik
2025-07-01 03:14:00,3.04,Sehat,393.46,Sehat,396.5,1.0,Baik
2025-07-01 03:15:00,2.27,Sehat,390,Sehat,392.27,1.0,Baik
2025-07-01 03:16:00,2.37,Sehat,390.63,Sehat,393.0,1.0,Baik
2025-07-01 03:17:00,2.31,Sehat,397.5,Sehat,399.81,1.0,Baik
2025-07-01 03:18:00,1.76,Sehat,402.55,Sehat,404.31,1.0,Baik
2025-07-01 03:19:00,2.08,Sehat,393.43,Sehat,395.51,1.0,Baik
2025-07-01 03:20:00,1.4,Sehat,395.94,Sehat,397.35,1.0,Baik
2025-07-01 03:21:00,1.95,Sehat,401.74,Sehat,403.69,1.0,Baik
2025-07-01 03:22:00,1.6,Sehat,394.38,Sehat,395.98,1.0,Baik
2025-07-01 03:23:00,1.8,Sehat,405.9,Sehat,407.7,1.0,Baik
2025-07-01 03:24:00,2.08,Sehat,395.1,Sehat,397.18,1.0,Baik
2025-07-01 03:25:00,2.17,Sehat,399.21,Sehat,401.37,1.0,Baik
2025-07-01 03:26:00,2.08,Sehat,396.34,Sehat,398.41,1.0,Baik
2025-07-01 03:27:00,1.49,Sehat,399.11,Sehat,400.6,1.0,Baik
2025-07-01 03:28:00,2.64,Sehat,406.31,Sehat,408.94,1.0,Baik
2025-07-01 03:29:00,2.28,Sehat,405.05,Sehat,407.33,1.0,Baik
2025-07-01 03:30:00,2.25,Sehat,423.12,Sehat,425.37,1.0,Baik
2025-07-01 03:31:00,1.56,Sehat,426.15,Sehat,427.71,1.0,Baik
2025-07-01 03:32:00,1.7,Sehat,434.64,Sehat,436.34,1.0,Baik
2025-07-01 03:33:00,2.32,Sehat,415.69,Sehat,418.01,1.0,Baik
2025-07-01 03:34:00,2.81,Sehat,411.32,Sehat,414.13,1.0,Baik
2025-07-01 03:35:00,2.09,Sehat,407.54,Sehat,409.63,1.0,Baik
2025-07-01 03:36:00,1.12,Sehat,412.3,Sehat,413.42,1.0,Baik
2025-07-01 03:37:00,1.02,Sehat,448.36,Sehat,449.37,1.0,Baik
2025-07-01 03:38:00,0.5,Sehat,449.44,Sehat,449.94,1.0,Baik
2025-07-01 03:39:00,0.5,Sehat,455.41,Sehat,455.91,1.0,Baik
2025-07-01 03:40:00,0.78,Sehat,418.73,Sehat,419.51,1.0,Baik
2025-07-01 03:41:00,1.37,Sehat,417.93,Sehat,419.3,1.0,Baik
2025-07-01 03:42:00,1.88,Sehat,425.87,Sehat,427.75,1.0,Baik
2025-07-01 03:43:00,2.31,Sehat,425.87,Sehat,428.18,1.0,Baik
2025-07-01 03:44:00,3.22,Sehat,432.09,Sehat,435.31,1.0,Baik
2025-07-01 03:45:00,3.41,Sehat,433.68,Sehat,437.09,1.0,Baik
2025-07-01 03:46:00,2.64,Sehat,440.43,Sehat,443.07,1.0,Baik
2025-07-01 03:47:00,1.84,Sehat,428.29,Sehat,430.13,1.0,Baik
2025-07-01 03:48:00,2.41,Sehat,442.52,Sehat,444.93,1.0,Baik
2025-07-01 03:49:00,2.37,Sehat,447.27,Sehat,449.64,1.0,Baik
2025-07-01 03:50:00,2.44,Sehat,454.48,Sehat,456.92,1.0,Baik
2025-07-01 03:51:00,2.8,Sehat,462.03,Sehat,464.83,1.0,Baik
2025-07-01 03:52:00,2.92,Sehat,460.8,Sehat,463.72,1.0,Baik
2025-07-01 03:53:00,2.04,Sehat,467.47,Sehat,469.51,1.0,Baik
2025-07-01 03:54:00,2.19,Sehat,462.7,Sehat,464.89,1.0,Baik
2025-07-01 03:55:00,1.71,Sehat,450.09,Sehat,451.8,1.0,Baik
2025-07-01 03:56:00,0.87,Sehat,442.06,Sehat,442.93,1.0,Baik
2025-07-01 03:57:00,1.03,Sehat,429.87,Sehat,430.9,1.0,Baik
2025-07-01 03:58:00,0.59,Sehat,419.91,Sehat,420.5,1.0,Baik
2025-07-01 03:59:00,0.52,Sehat,423.36,Sehat,423.88,1.0,Baik
2025-07-01 04:00:00,0.6,Sehat,417.55,Sehat,418.14,1.0,Baik
2025-07-01 04:01:00,0.5,Sehat,416.02,Sehat,416.52,1.0,Baik
2025-07-01 04:02:00,0.5,Sehat,427.83,Sehat,428.33,1.0,Baik
2025-07-01 04:03:00,0.5,Sehat,433.26,Sehat,433.76,1.0,Baik
2025-07-01 04:04:00,0.5,Sehat,443.16,Sehat,443.66,1.0,Baik
2025-07-01 04:05:00,0.68,Sehat,440.34,Sehat,441.02,1.0,Baik
2025-07-01 04:06:00,0.5,Sehat,427.28,Sehat,427.78,1.0,Baik
2025-07-01 04:07:00,0.83,Sehat,411.64,Sehat,412.47,1.0,Baik
2025-07-01 04:08:00,0.62,Sehat,411.85,Sehat,412.47,1.0,Baik
2025-07-01 04:09:00,0.5,Sehat,409.17,Sehat,409.67,1.0,Baik
2025-07-01 04:10:00,0.5,Sehat,409.0,Sehat,409.5,1.0,Baik
2025-07-01 04:11:00,0.5,Sehat,418.41,Sehat,418.92,1.0,Baik
2025-07-01 04:12:00,0.5,Sehat,427.51,Sehat,428.01,1.0,Baik
2025-07-01 04:13:00,1.17,Sehat,423.51,Sehat,424.68,1.0,Baik
2025-07-01 04:14:00,1.28,Sehat,438.9,Sehat,440.18,1.0,Baik
2025-07-01 04:15:00,1.89,Sehat,435.05,Sehat,436.94,1.0,Baik
2025-07-01 04:16:00,1.45,Sehat,445.29,Sehat,446.74,1.0,Baik
2025-07-01 04:17:00,1.36,Sehat,457.09,Sehat,458.45,1.0,Baik
2025-07-01 04:18:00,1.16,Sehat,453.45,Sehat,454.62,1.0,Baik
2025-07-01 04:19:00,1.32,Sehat,444.0,Sehat,445.32,1.0,Baik
2025-07-01 04:20:00,1.64,Sehat,439.85,Sehat,441.49,1.0,Baik
2025-07-01 04:21:00,0.94,Sehat,403.21,Sehat,404.15,1.0,Baik
2025-07-01 04:22:00,0.95,Sehat,404.7,Sehat,405.65,1.0,Baik
2025-07-01 04:23:00,0.96,Sehat,402.44,Sehat,403.4,1.0,Baik
2025-07-01 04:24:00,1.59,Sehat,404.19,Sehat,405.79,1.0,Baik
2025-07-01 04:25:00,1.6,Sehat,401.25,Sehat,402.85,1.0,Baik
2025-07-01 04:26:00,1.83,Sehat,402.03,Sehat,403.86,1.0,Baik
2025-07-01 04:27:00,2.05,Sehat,390,Sehat,392.05,1.0,Baik
2025-07-01 04:28:00,2.43,Sehat,390,Sehat,392.43,1.0,Baik
2025-07-01 04:29:00,2.33,Sehat,390,Sehat,392.33,1.0,Baik
2025-07-01 04:30:00,2.25,Sehat,415.86,Sehat,418.11,1.0,Baik
2025-07-01 04:31:00,2.61,Sehat,416.82,Sehat,419.43,1.0,Baik
2025-07-01 04:32:00,3.05,Sehat,400.92,Sehat,403.97,1.0,Baik
2025-07-01 04:33:00,3.54,Sehat,407.47,Sehat,411.01,1.0,Baik
2025-07-01 04:34:00,3.45,Sehat,402.71,Sehat,406.16,1.0,Baik
2025-07-01 04:35:00,3.59,Sehat,395.02,Sehat,398.61,1.0,Baik
2025-07-01 04:36:00,3.37,Sehat,391.29,Sehat,394.66,1.0,Baik
2025-07-01 04:37:00,3.25,Sehat,391.68,Sehat,394.93,1.0,Baik
2025-07-01 04:38:00,2.18,Sehat,390,Sehat,392.18,1.0,Baik
2025-07-01 04:39:00,2.37,Sehat,412.61,Sehat,414.98,1.0,Baik
2025-07-01 04:40:00,1.87,Sehat,425.34,Sehat,427.22,1.0,Baik
2025-07-01 04:41:00,2.02,Sehat,423.25,Sehat,425.27,1.0,Baik
2025-07-01 04:42:00,2.03,Sehat,400.58,Sehat,402.62,1.0,Baik
2025-07-01 04:43:00,1.13,Sehat,405.49,Sehat,406.63,1.0,Baik
2025-07-01 04:44:00,0.79,Sehat,414.52,Sehat,415.31,1.0,Baik
2025-07-01 04:45:00,0.5,Sehat,409.63,Sehat,410.13,1.0,Baik
2025-07-01 04:46:00,0.5,Sehat,407.54,Sehat,408.04,1.0,Baik
2025-07-01 04:47:00,1.18,Sehat,417.9,Sehat,419.07,1.0,Baik
2025-07-01 04:48:00,1.13,Sehat,418.6,Sehat,419.73,1.0,Baik
2025-07-01 04:49:00,1.25,Sehat,424.75,Sehat,426.0,1.0,Baik
2025-07-01 04:50:00,1.06,Sehat,417.3,Sehat,418.36,1.0,Baik
2025-07-01 04:51:00,1.35,Sehat,418.01,Sehat,419.36,1.0,Baik
2025-07-01 04:52:00,1.78,Sehat,407.93,Sehat,409.71,1.0,Baik
2025-07-01 04:53:00,0.5,Sehat,404.38,Sehat,404.88,1.0,Baik
2025-07-01 04:54:00,0.85,Sehat,392.7,Sehat,393.55,1.0,Baik
2025-07-01 04:55:00,1.17,Sehat,390,Sehat,391.17,1.0,Baik
2025-07-01 04:56:00,1.3,Sehat,390.53,Sehat,391.82,1.0,Baik
2025-07-01 04:57:00,1.15,Sehat,390,Sehat,391.15,1.0,Baik
2025-07-01 04:58:00,0.54,Sehat,402.51,Sehat,403.05,1.0,Baik
2025-07-01 04:59:00,0.98,Sehat,400.64,Sehat,401.61,1.0,Baik
2025-07-01 05:00:00,0.76,Sehat,410.24,Sehat,411.0,1.0,Baik
2025-07-01 05:01:00,1.28,Sehat,404.96,Sehat,406.24,1.0,Baik
2025-07-01 05:02:00,0.5,Sehat,405.54,Sehat,406.04,1.0,Baik
2025-07-01 05:03:00,0.5,Sehat,391.02,Sehat,391.52,1.0,Baik
2025-07-01 05:04:00,0.5,Sehat,398.14,Sehat,398.64,1.0,Baik
2025-07-01 05:05:00,0.55,Sehat,407.85,Sehat,408.41,1.0,Baik
2025-07-01 05:06:00,1.25,Sehat,413.03,Sehat,414.28,1.0,Baik
2025-07-01 05:07:00,1.06,Sehat,445.56,Sehat,446.62,1.0,Baik
2025-07-01 05:08:00,0.68,Sehat,433.77,Sehat,434.45,1.0,Baik
2025-07-01 05:09:00,0.73,Sehat,426.56,Sehat,427.29,1.0,Baik
2025-07-01 05:10:00,1.81,Sehat,422.04,Sehat,423.85,1.0,Baik
2025-07-01 05:11:00,1.01,Sehat,414.72,Sehat,415.73,1.0,Baik
2025-07-01 05:12:00,0.78,Sehat,408.32,Sehat,409.1,1.0,Baik
2025-07-01 05:13:00,0.94,Sehat,415.09,Sehat,416.03,1.0,Baik
2025-07-01 05:14:00,0.58,Sehat,406.08,Sehat,406.66,1.0,Baik
2025-07-01 05:15:00,0.5,Sehat,410.61,Sehat,411.11,1.0,Baik
2025-07-01 05:16:00,0.5,Sehat,425.84,Sehat,426.34,1.0,Baik
2025-07-01 05:17:00,0.84,Sehat,419.98,Sehat,420.82,1.0,Baik
2025-07-01 05:18:00,0.86,Sehat,400.94,Sehat,401.8,1.0,Baik
2025-07-01 05:19:00,0.84,Sehat,406.89,Sehat,407.74,1.0,Baik
2025-07-01 05:20:00,0.62,Sehat,397.38,Sehat,398.01,1.0,Baik
2025-07-01 05:21:00,0.5,Sehat,406.38,Sehat,406.88,1.0,Baik
2025-07-01 05:22:00,0.5,Sehat,402.62,Sehat,403.12,1.0,Baik
